1.000 2.050E+06 
1.072 1.773E+06 
1.149 1.533E+06 
1.149 1.599E+06 
1.500 8.888E+05 
2.000 4.535E+05 
3.000 1.682E+05 
4.000 8.132E+04 
4.782 5.139E+04 
4.782 1.502E+05 
5.000 1.383E+05 
5.104 1.307E+05 
5.104 1.773E+05 
5.275 1.638E+05 
5.453 1.514E+05 
5.453 1.748E+05 
6.000 1.380E+05 
8.000 6.535E+04 
10.00 3.623E+04 
15.00 1.210E+04 
20.00 5.473E+03 
30.00 1.761E+03 
