0	     0
0.13391     0.000098317
0.18416     0.00027225
0.24680     0.0025085
0.24293     0.0023448
0.24323     0.0022085
0.24353     0.0020721
0.24382     0.0019358
0.24412     0.0017994
0.24442     0.0016631
0.24471     0.0015268
0.24501     0.0013904
0.24530     0.0012541
0.24560     0.0011177
0.24590     0.00098137
0.24619     0.00084502
0.24649     0.00070868
0.24679     0.00057233
0.24707     0.00044280
0.23457     0.00036779
0.28997     0.0059354
0.29875     0.0057809
0.28640     0.0056377
0.28670     0.0055013
0.28699     0.0053650
0.28729     0.0052286
0.28757     0.0050991
0.27519     0.0049718
0.27549     0.0048355
0.27576     0.0047128
0.26331     0.0046150
0.25097     0.0044718
0.25126     0.0043355
0.25156     0.0041992
0.25186     0.0040628
0.25215     0.0039265
0.25245     0.0037901
0.25274     0.0036538
0.25304     0.0035174
0.25334     0.0033811
0.25363     0.0032447
0.25393     0.0031084
0.25423     0.0029720
0.25452     0.0028357
0.25482     0.0026994
0.39095     0.0060628
0.37445     0.0058901
0.47508     0.0061766
0.60821     0.0060678
0.65702     0.0059292
0.63911     0.0064087
0.63940     0.0062723
0.73748     0.0057908
0.77158     0.0056318
0.81411     0.0054728
0.89458     0.0053286
0.99436     0.0051764
1.0211     0.0053595
1.0594     0.0051824
1.0725     0.0049915
1.0600     0.0049233
1.0941     0.0047643
1.1198     0.0045916
1.1496     0.0044531
1.1879     0.0043009
1.2389     0.0041374
1.3151     0.0039994
1.3534     0.0038808
1.3790     0.0037513
1.4172     0.0036060
1.4809     0.0034379
1.5192     0.0032880
1.5828     0.0031450
1.6464     0.0030019
1.7100     0.0028418
1.8326     0.0027273
1.8541     0.0029260
1.8606     0.0034114
1.8609     0.0032750
1.8612     0.0031387
1.9508     0.0027025
1.9322     0.0025218
1.9810     0.0023685
2.0135     0.0029617
2.0138     0.0028254
2.0268     0.0026754
2.0271     0.0025391
2.0362     0.0022028
2.1041     0.0020484
2.1930     0.0019054
2.3072     0.0017542
2.4423     0.0017331
2.4582     0.0021717
2.4585     0.0020195
2.4588     0.0018854
2.5557     0.0015584
2.6159     0.0014244
2.6365     0.0016676
2.7387     0.0012451
2.8655     0.0011363
2.9922     0.0010492
3.1062     0.0010310
3.1346     0.0015503
3.1307     0.0013822
3.1310     0.0012458
3.1186     0.0011504
3.1547     0.0039228
3.1509     0.0037546
3.1512     0.0036183
3.1515     0.0034820
3.1518     0.0033456
3.1520     0.0032093
3.1523     0.0030729
3.1526     0.0029366
3.1529     0.0028002
3.1532     0.0026639
3.1535     0.0025275
3.1538     0.0023912
3.1541     0.0022548
3.1544     0.0021389
3.1420     0.0020230
3.1423     0.0018867
3.1426     0.0017503
3.1797     0.0079337
3.1953     0.0077606
3.2058     0.0076133
3.2060     0.0074906
3.1684     0.0073542
3.1686     0.0072179
3.1689     0.0070815
3.1692     0.0069452
3.1695     0.0068088
3.1698     0.0066725
3.1701     0.0065361
3.1704     0.0063998
3.1707     0.0062635
3.1710     0.0061271
3.1713     0.0059908
3.1716     0.0058544
3.1719     0.0057181
3.1722     0.0055817
3.1725     0.0054454
3.1728     0.0053090
3.1731     0.0051795
3.1606     0.0050772
3.1609     0.0049409
3.1612     0.0048045
3.1615     0.0046682
3.1618     0.0045318
3.1621     0.0043955
3.1624     0.0042591
3.1627     0.0041228
3.2821     0.0074226
3.2951     0.0072863
3.3207     0.0071364
3.3463     0.0069932
3.3720     0.0068501
3.3976     0.0067070
3.4232     0.0065639
3.4488     0.0064412
3.4744     0.0063117
3.5042     0.0061595
3.5468     0.0059915
3.5809     0.0058143
3.6234     0.0056644
3.6660     0.0054906
3.7171     0.0052896
3.8018     0.0051284
3.8810     0.0055694
3.8813     0.0054331
3.8816     0.0052967
3.8777     0.0051286
3.9076     0.0049832
3.9037     0.0048241
3.9294     0.0046333
3.9593     0.0044788
3.9977     0.0043050
4.0487     0.0041336
4.1123     0.0039610
4.1506     0.0038111
4.2015     0.0036657
4.2651     0.0035181
4.3287     0.0033751
4.3924     0.0032184
4.4559     0.0030844
4.5322     0.0029392
4.6085     0.0027848
4.6847     0.0026395
4.7610     0.0025048
4.8499     0.0023535
4.9515     0.0021900
5.0531     0.0020437
5.1546     0.0019041
5.2561     0.0017747
5.3703     0.0016454
5.4972     0.0015230
5.6240     0.0014223
5.7508     0.0013080
5.8776     0.0011964
6.0043     0.0011176
6.1310     0.0010606
6.2577     0.0010063
6.3842     0.0010147
6.4768     0.0011248
6.5186     0.0012885
6.5518     0.0015567
6.5351     0.0014567
6.5848     0.0018977
6.5725     0.0017363
6.6402     0.0020132
6.6449     0.0033658
6.6452     0.0032294
6.6455     0.0030931
6.6458     0.0029567
6.6588     0.0027932
6.6591     0.0026568
6.6594     0.0025205
6.6597     0.0023841
6.6600     0.0022478
6.6730     0.0020978
6.6990     0.0017843
6.6992     0.0016547
6.7113     0.0019206
6.7249     0.0014844
6.7252     0.0013480
6.7552     0.0011572
6.7978     0.00095274
6.8783     0.00079609
6.9925     0.00066405
7.1192     0.00059066
7.2459     0.00053636
7.3725     0.00051206
7.4991     0.00050957
7.6256     0.00054253
7.7521     0.00057003
7.8788     0.00048301
8.0056     0.00042053
8.1322     0.00039077
8.2588     0.00036374
8.3854     0.00033670
8.5121     0.00030967
8.6387     0.00028537
8.7653     0.00026379
8.8919     0.00024766
9.0185     0.00022336
9.1451     0.00021269
9.2717     0.00019384
9.3983     0.00018044
9.5249     0.00016704
9.6515     0.00016182
9.7781     0.00014025
9.9046     0.00014048
9.9806     0.00014063
